state,facility_name,facility_type,street_address,city,county,zip
Scotland,Angusfield,Assisted Living Facility,226 Queens Road,Aberdeen,Aberdeenshire,AB15 8DN
Scotland,Benarty View,Assisted Living Facility,17 Rowan Lea,Kelty,Fife,KY4 0FY
Scotland,Campsie View,Assisted Living Facility,Canal Street,Kirkintilloch,East Dunbartonshire,G66 1QY
Scotland,Colinton,Assisted Living Facility,69 Spylaw Road,Edinburgh,City of Edinburgh,EH10 5BP
Scotland,Craigie Knowes,Assisted Living Facility,Craigieknowes Road,Perth,Perthshire,PH2 0DG
Scotland,Cumbrae Lodge,Assisted Living Facility,Castle Park Road,Irvine,North Ayrshire,KA12 8SZ
Scotland,Gilmerton,Assisted Living Facility,9 Moredunvale Road,Moredun,N/A,EH17 7QU
Scotland,Gilmerton NCC,Assisted Living Facility,10 Moredunvale Road,Moredun,N/A,EH17 7QU
Scotland,Guthrie House,Assisted Living Facility,12 Lasswade Road,Edinburgh,City of Edinburgh,EH16 6RZ
Scotland,Lammermuir,Assisted Living Facility,East Links Road,Dunbar,East Lothian,EH42 1LT
Scotland,Lunardi Court,Assisted Living Facility,39 Robertson Road,Cupar,Fife,KY15 5YR
Scotland,St Margarets,Assisted Living Facility,5 East Suffolk Road,Edinburgh,City of Edinburgh,EH16 5PH
South Carolina,Cheraw (Chesterfield),Skilled Nursing Facility,1150 State Road,Cheraw,Chesterfield,29520
South Carolina,Cottages (Brushy Creek),Skilled Nursing Facility,101 Cottage Creek Circle,Greer,Greenville,29650
South Carolina,Edisto (Orangeburg or Riverside),Skilled Nursing Facility,575 Stonewall Jackson Blvd,Orangeburg,Orangeburg,29115
South Carolina,Lancaster,Skilled Nursing Facility,2044 Pageland Highway,Lancaster,Lancaster,29721
South Carolina,Laurel Baye of Greenville,Skilled Nursing Facility,661 Rutherford Rd,Greenville,Greenville,29609
South Carolina,Magnolia Place of Spartanburg,Skilled Nursing Facility,8020 White Avenue,Spartanburg,Spartanburg,29303
South Carolina,Spartanburg (Valley Falls),Skilled Nursing Facility,400 Locust Grove Road,Spartanburg,Spartanburg,29303
South Carolina,St. Matthews (Calhoun),Skilled Nursing Facility,601 Dantzler Street,Saint Matthews,Calhoun,29135
South Carolina,Gables at Pelham,Assisted Living Facility,1306 Pelham Road,Greenville,Greenville,29615
South Carolina,Bloom at Belfair,Independent Living Facility,60 Oak Forest Rd,Bluffton,Beaufort,29910
Tennessee,Bridge at Monteagle,Skilled Nursing Facility,26 Second Street,Monteagle,Grundy,37356
Tennessee,Bridge at Ridgely,Skilled Nursing Facility,117 N. Main Street,Ridgely,Lake,38080
Tennessee,Bridge at Rockwood,Skilled Nursing Facility,5580 Roane State Hwy,Rockwood,Roane,37854
Tennessee,Bridge at South Pittsburg,Skilled Nursing Facility,201 East 10 Street,South Pittsburg,Marion,37380
Tennessee,Buchanan Place (Claiborne),Skilled Nursing Facility,"902 Buchanan Road, P.O. Box 505",New Tazewell,Claiborne,37825
Tennessee,Camden Healthcare & Rehabilitation,Skilled Nursing Facility,197 Hospital Drive,Camden,Benton,38320
Tennessee,Cumberland Village,Skilled Nursing Facility,136 Davis Lane,LaFollette,Campbell,37766
Tennessee,Dover Care Center,Skilled Nursing Facility,"537 Spring Street, P.O. Box 399",Dover,Stewart,37058
Tennessee,Elizabethton (fka Pine Ridge),Skilled Nursing Facility,1200 Spruce Lane,Elizabethtown,Carter,37643
Tennessee,Greystone Health Care Center,Skilled Nursing Facility,181 Dunlap Road,Blountville,Sullivan,37617
Tennessee,Huntingdon Health & Rehab Center,Skilled Nursing Facility,635 High Street,Huntingdon,Carroll,38344
Tennessee,Jefferson City ALF,Assisted Living Facility,129 Mossy Creek Drive,Jefferson City,Jefferson,37760
Tennessee,Jefferson City Health & Rehab Center,Skilled Nursing Facility,283 West Broadway Blvd,Jefferson City,Jefferson,37760
Tennessee,Mountain City Care & Rehab,Skilled Nursing Facility,919 Medical Park Drive,Mountain City,Johnson,37683
Tennessee,Norris Academy,Behaviorial Health - Psych,101 First Quality Drive,Andersonville,Anderson,37705
Tennessee,Pickett Care & Rehab,Skilled Nursing Facility,129 Hillcrest Drive,Byrdstown,Pickett,38549
Tennessee,Pine Meadows Health Care,Skilled Nursing Facility,700 Nuckolls Road,Bolivar,Hardeman,38008
Tennessee,Puryear,Skilled Nursing Facility,220 College Street,Puryear,Henry,38251
Tennessee,Rainbow Rehab & Healthcare (Memphis),Skilled Nursing Facility,8119 Memphis-Arlington Road,Bartlett,Shelby,38133
Tennessee,Ripley Healthcare & Rehab Center,Skilled Nursing Facility,118 Halliburton Road,Ripley,Lauderdale,38063
Tennessee,Rock Springs,Assisted Living Facility,640 Rock Springs Road,Kingsport,Sullivan,37664
Tennessee,Rogersville ALF,Assisted Living Facility,1341 East Main Street,Rogersville,Hawkins,37857
Tennessee,Signature Healthcare of Cleveland,Skilled Nursing Facility,2750 Executive Park,Cleveland,Bradley,37312
Tennessee,Signature Healthcare of Erin,Skilled Nursing Facility,278 Rocky Hollow Road,Erin,Houston,37061
Tennessee,Signature Healthcare of Fentress County,Skilled Nursing Facility,208 Duncan Street North,Jamestown,Fentress,38556
Tennessee,Signature Healthcare of Greeneville,Skilled Nursing Facility,106 Holt Court,Greeneville,Greene,37743
Tennessee,Signature Healthcare of Memphis,Skilled Nursing Facility,1150 Dovecrest Road,Memphis,Shelby,38134
Tennessee,Signature Healthcare of Rogersville,Skilled Nursing Facility,109 Highway 70 North,Rogersville,Hawkins,37857
Tennessee,Smyrna Care Center,Skilled Nursing Facility,200 Mayfield Drive,Smyrna,Rutherford,37167
Tennessee,Spring City Care & Rehab,Skilled Nursing Facility,331 Hinch Street,Spring City,Rhea,37381
Tennessee,Spring Gate Rehab & Healthcare Center,Skilled Nursing Facility,3909 Covington Pike,Memphis,Shelby,38135
Tennessee,Standing Stone Care & Rehab,Skilled Nursing Facility,410 West Crawford Ave,Monterey,Putnam,38574
Tennessee,Westmoreland Care & Rehab,Skilled Nursing Facility,1559 New Highway 52,Westmoreland,Sumner,37186
Tennessee,Willow Ridge,Skilled Nursing Facility,215 Richardson Way,Maynardville,Union,37807
Texas,Advance Diagnostic Hospital East,Acute Care Hospital,12950 East Freeway,Houston,Harris,77015
Texas,Arapaho (Richardson),Skilled Nursing Facility,1111 Rockingham Lane,Richardson,Dallas,75080
Texas,Arbor Hills (fka Eagle Lake),Skilled Nursing Facility,535 South Austin Road,Eagle Lake,Colorado,77434
Texas,Ashford Hall,Skilled Nursing Facility,2021 Shoaf Drive,Irving,Dallas,75061
Texas,Ballinger (fka Heritage Oaks),Skilled Nursing Facility,2001 6th Street,Ballinger,Runnells,76821
Texas,Barton Valley (fka Monte Siesta),Skilled Nursing Facility,4501 Dudmar Drive,Austin,Travis,78735
Texas,Bertram Nursing,Skilled Nursing Facility,540 E. Hwy 29,Bertram,Burnet,78605
Texas,Birchwood,Skilled Nursing Facility,110 West Highway 64,Cooper,Delta,75432
Texas,Bluebonnet,Skilled Nursing Facility,696 FM 99,Karnes City,Karnes,78118
Texas,Brentwood Terrace,Skilled Nursing Facility,2885 Stillhouse Road,Paris,Lamar,75462
Texas,Bridgecrest,Skilled Nursing Facility,14100 Karissa Court,Houston,Harris,77049
Texas,Brownwood,Skilled Nursing Facility,101 Miller Drive,Brownwood,Brown,76801
Texas,Casa Rio Health Care,Skilled Nursing Facility,6211 S. New Braunfels Avenue,San Antonio,Bexar,78223
Texas,Castle Hills (Alamo),Skilled Nursing Facility,8020 Blanco Road,San Antonio,Bexar,78216
Texas,Cedar Ridge (fka Countryside),Skilled Nursing Facility,1700 N. Washington St.,Pilot Point,Denton,76258
Texas,Champions,Assisted Living Facility,14050 Cutten Road,Houston,Harris,77069
Texas,Conroe (fka Woodland Manor),Skilled Nursing Facility,99 Rigby Owen Road,Conroe,Montgomery,77304
Texas,Corpus North (Retama),Skilled Nursing Facility,2322 Morgan Ave.,Corpus Christi,Nueces,78405
Texas,Cottonwood,Skilled Nursing Facility,2224 North Carroll Boulevard,Denton,Denton,76201
Texas,Crane Nursing & Rehab,Skilled Nursing Facility,699 Campus Drive,Crane,Crane,79731
Texas,Deerings,Skilled Nursing Facility,1020 North County Road West,Odessa,Ector,79763
Texas,DeLeon,Skilled Nursing Facility,809 East Navarro Avenue,DeLeon,Comanche,76444
Texas,Diboll,Skilled Nursing Facility,900 S Temple Drive,Diboll,Angelina,75941
Texas,Dove Hill,Skilled Nursing Facility,1315 East State Highway 22,Hamilton,Hamilton,76531
Texas,Eden Estates,Independent Living Facility,1997 Forest Ridge Drive,Bedford,Tarrant,76021
Texas,Edgewood,Skilled Nursing Facility,1101 Windbell Drive,Mesquite,Dallas,75149
Texas,Estates (fka Fort Worth),Skilled Nursing Facility,201 Sycamore School Road,Fort Worth,Tarrant,76134
Texas,Forest Park N&R (fka Premier Dallas),Skilled Nursing Facility,6825 Harry Hines Blvd,Dallas,Dallas,75235
Texas,Forney (Ridgecrest),Skilled Nursing Facility,561 E. Ridgecrest Road,Forney,Kaufman,75126
Texas,Fort Stockton,Skilled Nursing Facility,501 North Sycamore Street,Fort Stockton,Pecos,79735
Texas,Fortress Health & Rehab of Rock Prairie,Skilled Nursing Facility,1105 Rock Prairie Road,College Station,Brazos,77845
Texas,Gilmer,Skilled Nursing Facility,703 North Titus,Gilmer,Upshur,75644
Texas,Golden Creek,Skilled Nursing Facility,2100 Dove Crossing Lane,Navasota,Grimes,77868
Texas,Graham Oaks Care Center,Skilled Nursing Facility,1325 First Street,Graham,Young,76450
Texas,Greenhill Villas,Skilled Nursing Facility,2530 Greenhill Road,Mt. Pleasant,Titus,75455
Texas,Greenhouse,Behaviorial Health - SUD,2301 Avenue J,Arlington,Tarrant,76006
Texas,Gulf Shores (fka Falfurrias),Skilled Nursing Facility,1301 South Terrell Street,Falfurrias,Brooks,78355
Texas,Hillcrest of North Dallas (fka Premier Hillcrest),Skilled Nursing Facility,18648 Hillcrest Rd,Dallas,Collin,75252
Texas,Hogan Park Nursing & Rehab,Skilled Nursing Facility,3203 Sage Street,Midland,Midland,79705
Texas,Humble,Skilled Nursing Facility,8450 Will Clayton Parkway,Humble,Harris,77338
Texas,Katy,Skilled Nursing Facility,1525 Tull Drive,Katy,Harris,77449
Texas,Kemp Care Center,Skilled Nursing Facility,1351 South Elm Street,Kemp,Kaufman,75143
Texas,Kerens Care Center,Skilled Nursing Facility,809 NE 4th Street,Kerens,Navarro,75144
Texas,Lake Highlands (fka Doctors),Skilled Nursing Facility,9009 White Rock Trail,Dallas,Dallas,75238
Texas,Lake Lodge,Skilled Nursing Facility,3800 Marina Drive,Lake Worth,Tarrant,76135
Texas,Lakeview (fka Winnsboro),Skilled Nursing Facility,502 East Coke Road,Winnsboro,Wood,75494
Texas,Lampstand Health & Rehab of Bryan,Skilled Nursing Facility,2001 E 29th Street,Bryan,Brazos,77802
Texas,Levelland (fka Lynwood),Skilled Nursing Facility,803 South Alamo Road,Levelland,Hockley,79336
Texas,Lily Springs (fka Spring Oaks),Skilled Nursing Facility,901 Central Texas Expressway,Lampasas,Lampasas,76550
Texas,Lone Star Ranch (fka Kleberg),Skilled Nursing Facility,316 General Cavazos Boulevard,Kingsville,Kleberg,78363
Texas,Medi Park W,Independent Living Facility,7404 Wallace Boulevard,Amarillo,Potter,79106
Texas,Memorial City (Village),Skilled Nursing Facility,1341 Blalock Rd.,Houston,Harris,77055
Texas,Midwestern,Skilled Nursing Facility,601 Midwestern Parkway,Wichita Falls,Wichita,76302
Texas,Mira Vista Court,Skilled Nursing Facility,7021 Bryant Irvin Road,Fort Worth,Tarrant,76132
Texas,Normandy Terrace,Skilled Nursing Facility,841 Rice Road,San Antonio,Bexar,78220
Texas,North Brownsville Medical Plaza,Medical Office Building,5700 N Expressway,Brownsville,Cameron,78526
Texas,North Pointe,Skilled Nursing Facility,7804 Virgil Anthony Boulevard,Watauga,Tarrant,76148
Texas,North Star (fka Bonham),Skilled Nursing Facility,709 West Fifth Street,Bonham,Fannin,75418
Texas,Northshore,Independent Living Facility,401 Northshore Boulevard,Portland,San Patricio,78374
Texas,Prairie Meadows (fka Regency Manor),Skilled Nursing Facility,1615 11th Street,Floresville,Wilson,78114
Texas,Renaissance (fka Italy),Skilled Nursing Facility,220 Davenport Street,Italy,Ellis,76651
Texas,Resolutions Arlington,Behaviorial Health - SUD,1075 Wet N Wild Way,Arlington,Tarrant,76011
Texas,River City Care Center,Skilled Nursing Facility,921 Nolan Street,San Antonio,Bexar,78202
Texas,Rockwood Manor,Skilled Nursing Facility,2000 N Main Street,Midland,Midland,79705
Texas,Sage (Lamesa) Healthcare Center,Skilled Nursing Facility,1201 N 15th Street,Lamesa,Dawson,79331
Texas,San Gabriel,Skilled Nursing Facility,4100 College Park Drive,Round Rock,Williamson,78665
Texas,Sandy Lake,Skilled Nursing Facility,1410 East Sandy Lake Road,Coppell,Dallas,75019
Texas,Seabury Nursing & Rehab,Skilled Nursing Facility,2443 W 16th Street,Odessa,Ector,79763
Texas,Seven Oaks,Skilled Nursing Facility,901 Seven Oaks Road,Bonham,Fannin,75418
Texas,Shady Shores of San Saba,Skilled Nursing Facility,2400 West Brown Street,San Saba,San Saba,76877
Texas,Sienna,Skilled Nursing Facility,2510 West 8th Street,Odessa,Ector,79763
Texas,Songbird Lodge,Skilled Nursing Facility,2500 Songbird Circle,Brownwood,Brown,76801
Texas,St. Theresa Nursing & Rehab,Skilled Nursing Facility,10350 Montana Avenue,El Paso,El Paso,79925
Texas,Sterling Hills (fka Nolan),Skilled Nursing Facility,705 NE Georgia Avenue,Sweetwater,Nolan,79556
Texas,Sunflower Park Health Care,Skilled Nursing Facility,1803 Highway 243 East,Kaufman,Kaufman,75142
Texas,Texas City (fka Seabreeze),Skilled Nursing Facility,6602 Memorial Dr.,Texas City,Galveston,77591
Texas,Treemont Healthcare & Rehab Center,Skilled Nursing Facility,"5550 Harvest Hill Road, Suite 500",Dallas,Dallas,75230
Texas,Truman W Smith Children Center,Skilled Nursing Facility,2200 West Upshur Ave (West Highway 80),Gladewater,Upshur,75647
Texas,Twin Pines,Skilled Nursing Facility,3301 East Mockingbird Lane,Victoria,Victoria,77904
Texas,Vibra Rehab Hospital of Amarillo,Inpatient Rehab Facility,7200 W. 9th Avenue,Amarillo,Potter,79106
Texas,Village Creek (Lumberton),Skilled Nursing Facility,705 North Main Street,Lumberton,Hardin,77657
Texas,Westlake Hills,Independent Living Facility,1034 Liberty Park Drive,Austin,Travis,78746
Texas,Whispering Pines Lodge,Skilled Nursing Facility,2131 Alpine Road,Longview,Gregg,75601
Texas,Whispering Springs (fka Carrizo),Skilled Nursing Facility,506 South 7th Street,Carrizo Springs,Dimmit,78834
Texas,Willis,Skilled Nursing Facility,3000 North Danville Road,Willis,Montgomery,77318
Texas,Willow Park (fka Clifton),Skilled Nursing Facility,1000 FM 3220,Clifton,Bosque,76634
Texas,Willows Sherman,Assisted Living Facility,3410 Post Oak Crossing,Sherman,Grayson,75092
Texas,Five Points,Skilled Nursing Facility,521 South Heatherwilde Boulevard,Pflugerville,N/A,78660
Texas,Park Place,Skilled Nursing Facility,101 & 121 FM 971,Georgetown,N/A,78626
Texas,Harvest Home & Inwood Cross,Assisted Living Facility,1441 Bandera Highway,Kerrville,Kerr,78028
Texas,River Point of Kerrville,Assisted Living Facility,520 Baker Driver,Tomball,Harris,77375
Texas,Amistad,Skilled Nursing Facility,200 Riverside Drive,Uvalde,Uvalde,78801
Texas,Arboretum,Skilled Nursing Facility,1215 TX-124,Winnie,Chambers,77665
Texas,Ganado,Skilled Nursing Facility,107 Rogers Street East,Ganado,Jackson,77962
Texas,Matagorda,Skilled Nursing Facility,4521 Avenue F,Bay City,Matagorda,77414
Texas,Shady Oak,Skilled Nursing Facility,101 South Lancaster Street,Moulton,Lavaca,77975
Texas,Shiner,Skilled Nursing Facility,1213 V Ave B #6217,Shiner,Lavaca,77984
Texas,Twilight,Skilled Nursing Facility,2001 West 4th Avenue,Corsicana,Navarro,75110
Vermont,Lake Champlain (formerly St. Albans),Skilled Nursing Facility,596 Sheldon Road,St. Albans,Franklin,05478
Virginia,Ashland,Skilled Nursing Facility,906 Thompson Street,Ashland,Hanover,23005
Virginia,Autumn Care of Chesapeake,Skilled Nursing Facility,715 Argyll Street,Chesapeake,Chesapeake City,23320
Virginia,Autumn Care of Madison,Skilled Nursing Facility,One Autumn Court,Madison,Madison,22727
Virginia,Autumn Care of Mechanicsville,Skilled Nursing Facility,7600 Autumn Park Way,Mechanicsville,Hanover,23116
Virginia,Autumn Care of Norfolk,Skilled Nursing Facility,1401 Halstead Avenue,Norfolk,Norfolk City,23502
Virginia,Autumn Care of Portsmouth,Skilled Nursing Facility,3610 Winchester Drive,Portsmouth,Portsmouth City,23707
Virginia,Autumn Care of Suffolk,Skilled Nursing Facility,2580 Pruden Boulevard,Suffolk,Suffolk City,23434
Virginia,Bon Air,Skilled Nursing Facility,9101 Bon Air,Richmond,Henrico,23233
Virginia,Charlottesville,Skilled Nursing Facility,490 Hillsdale Drive,Charlottesville,Albemarle,22901
Virginia,Colonial (Windermere),Skilled Nursing Facility,1604 Old Donation Parkway,Virginia Beach,Virginia Beach City,23454
Virginia,Forest Health & Rehab (The Carrington),Skilled Nursing Facility,2406 Atherholt Road,Lynchburg,Lynchburg City,24501
Virginia,Hampton,Skilled Nursing Facility,2230 Executive Drive,Hampton,Hampton City,23666
Virginia,Lake Ridge,Assisted Living Facility,3940 Prince William Parkway,Woodbridge,Prince William,22192
Virginia,Mt. Vernon,Skilled Nursing Facility,8111 Tiswell Drive,Alexandria,Fairfax,22306
Virginia,Norfolk (Waterside),Skilled Nursing Facility,249 South Newtown Road,Norfolk,Norfolk City,23502
Virginia,Oak Grove (Sentara Residence),Skilled Nursing Facility,776 Oak Grove Road,Chesapeake,Chesapeake City,23320
Virginia,Portsmouth (Portside),Skilled Nursing Facility,4201 Greenwood Drive,Portsmouth,Portsmouth City,23701
Virginia,Rosemont (Virginia Beach SNF),Skilled Nursing Facility,3750 Sentara Way,Virginia Beach,Virginia Beach City,23452
Virginia,South Boston (Woodview),Skilled Nursing Facility,103 Rosehill Drive,South Boston,Halifax,24592
Virginia,University Park,Skilled Nursing Facility,2420 Pemberton Road,Richmond,Henrico,23233
Virginia,Villages of Rosemont (Virginia Beach ALF),Assisted Living Facility,3751 Sentara Way,Virginia Beach,Virginia Beach City,23452
Virginia,Waddell Nursing & Rehabilitation,Skilled Nursing Facility,202 Painter Street,Galax,Galax City,24333
Virginia,Willow Creek,Skilled Nursing Facility,11611 Robious Road,Midlothian,Chesterfield,23113
Virginia,Ghent (Norfolk),Skilled Nursing Facility,3900 Llewellyn Avenue,Norfolk,Norfolk City,23504
Virginia,Clarksville (Meadowview Terrace),Skilled Nursing Facility,184 Buffalo Road,Clarksville,Mecklenburg,23927
Wales,Canterbury House,Assisted Living Facility,77 Dyserth Road,Rhyl,Flintshire,LL18 4DT
Wales,Cartref Y Borth,Assisted Living Facility,Betws Road,Llanrwst,Conwy,LL26 0HE
Wales,Preswylfa,Assisted Living Facility,20 Russell Road,Rhyl,Flintshire,LL18 3DD
Wales,Stonebridge,Assisted Living Facility,7900 NE Vancouver Mall Drive,Vancouver,Clark,98662
Wales,Torbett,Assisted Living Facility,221 Torbett Street,Richland,Benton,99354
Wales,Quarry Hall,Assisted Living Facility,Newport Rd,"Rumney, St Mellons",Monmouthshire,CF3 5TW
Washington,Buena Vista,Skilled Nursing Facility,151 Buena Vista Drive,Colville,Stevens,99114
Washington,Clarkston,Skilled Nursing Facility,1242 11th Street,Clarkston,Asotin,99403
Washington,Fisher's Landing,Assisted Living Facility,17171 Southeast 22nd Drive,Vancouver,Clark,98683
Washington,Ft. Vancouver Convalescent Center,Skilled Nursing Facility,8507 NE 8th Way,Vancouver,Clark,98664
Washington,Highland CC,Skilled Nursing Facility,2400 Samish Way,Bellingham,Whatcom,98229
Washington,Montclair Poulsbo,Assisted Living Facility,1250 NE Lincoln Road,Poulsbo,Kitsap,98370
Washington,Richland CC,Skilled Nursing Facility,1745 Pike Avenue,Richland,Benton,99352
Washington,Royal Park,Skilled Nursing Facility,7411 N. Nevada St.,Spokane,Spokane,99208
Washington,Royal Park Ret.,Assisted Living Facility,302 E Wedgewood Ave,Spokane,Spokane,99208
Washington,The Ridge,Assisted Living Facility,1501 NW Tower View Circle,Silverdale,Kitsap,98383
Washington,Whitman,Skilled Nursing Facility,1150 Fairview Road,Colfax,Whitman,99111
Washington,Lacamas Creek (Highland Terrace),Skilled Nursing Facility,740 NE Dallas Street,Camas,Clark,98607
Washington,Richland ALF,Assisted Living Facility,1745 Pike Avenue,Richland,Benton,99352
Washington,Sunnyside (Hillcrest),Skilled Nursing Facility,721 Otis Avenue,Sunnyside,Yakima,98944
West Virginia,Cameron,Skilled Nursing Facility,20 Wilson Drive,Cameron,Marshall,26033
West Virginia,Crestview,Skilled Nursing Facility,199 Court Street,Jane Lew,Lewis,26378
West Virginia,Dunbar,Skilled Nursing Facility,501 Caldwell Lane,Dunbar,Kanawha,25064
West Virginia,Hillcrest,Skilled Nursing Facility,"Lick Creek Road, P.O. Box 605",Danville,Boone,25053
West Virginia,Laurel (Clay),Skilled Nursing Facility,"HC 75, Box 153, Clinic Rd.",Ivydale,Clay,25113
West Virginia,McDowell,Skilled Nursing Facility,150 Venus Road,Gary,McDowell,24801
West Virginia,Mercer,Skilled Nursing Facility,1275 Southview Drive,Bluefield,Mercer,24701
West Virginia,Parkersburg,Skilled Nursing Facility,1716 Gihon Road,Parkersburg,Wood,26101
West Virginia,Peterson Rehabilitation Hospital,Skilled Nursing Facility,Homestead Avenue,Wheeling,Ohio,26003
West Virginia,Pierpont (Wishing Well Manor),Skilled Nursing Facility,1543 Country Club Road,Fairmont,Marion,26554
West Virginia,Pine Lodge Care & Rehab,Skilled Nursing Facility,405 Stanford Road,Beckley,Raleigh,25801
West Virginia,Pine View,Skilled Nursing Facility,"400 McKinley Avenue (and 79, 201 and 219 North Stout St)",Harrisville,Richie,26362
West Virginia,Putnam,Skilled Nursing Facility,300 Seville Road,Hurricane,Putnam,25526
West Virginia,Salem,Skilled Nursing Facility,146 Water Street,Salem,Harrison,26426
West Virginia,Tygart (Wishing Well HC),Skilled Nursing Facility,1539 Country Club Road,Fairmont,Marion,26554
West Virginia,Wayne,Skilled Nursing Facility,6999 Route 152,Wayne,Wayne,25570
West Virginia,Willow Tree Manor,Skilled Nursing Facility,1263 South George Street,Charles Town,Jefferson,25414
Wisconsin,Columbus Care Center,Skilled Nursing Facility,825 Western Avenue,Columbus,Columbia,53925
